,track.id,track.popularity,playlist.id,danceability,energy,acousticness,instrumentalness,liveness,valence
461,4R2kfaDFhslZEMJqAFNpdd,81,37i9dQZF1DWXfoktQogiu0,0.613,0.581,0.537,0.000345,0.25,0.551
462,2hmdjj0Gk0r9JngXT5sjc2,20,37i9dQZF1DWXfoktQogiu0,0.527,0.123,0.856,0.0,0.102,0.201
463,3Gx4fRYFwGmnPRtCYvGFNf,53,37i9dQZF1DWXfoktQogiu0,0.404,0.21,0.951,0.0,0.0948,0.294
464,48HT7Zzd3We4ZjG82lsbdK,63,37i9dQZF1DWXfoktQogiu0,0.41,0.141,0.931,0.0898,0.118,0.239
465,3k8zbVagmok6LEmfmXaRg8,17,37i9dQZF1DWXfoktQogiu0,0.738,0.354,0.888,0.0,0.396,0.397
466,59JtQ8mThUAnRGValaExhc,57,37i9dQZF1DWXfoktQogiu0,0.555,0.423,0.799,0.0,0.112,0.257
467,2xDMmUwEWZXak2gXtcLA27,56,37i9dQZF1DWXfoktQogiu0,0.45,0.2,0.786,0.0,0.103,0.367
468,5AeoHJUx0PJXAzN425xryh,56,37i9dQZF1DWXfoktQogiu0,0.39,0.11,0.762,0.591,0.0823,0.179
469,53iFMaNUXn6Oj8hUIKSO5a,54,37i9dQZF1DWXfoktQogiu0,0.643,0.436,0.724,0.459,0.11,0.422
470,7BVwi9cIzSc6tpyxsp47vJ,65,37i9dQZF1DWXfoktQogiu0,0.595,0.723,0.047,0.0286,0.0995,0.272
471,3MJov5mT64K42o1Rffhblq,63,37i9dQZF1DWXfoktQogiu0,0.559,0.466,0.315,0.0039,0.0933,0.623
472,1JzJFYOlNFISoz28z5t20x,53,37i9dQZF1DWXfoktQogiu0,0.525,0.353,0.596,0.0,0.0964,0.241
473,2GNj9KRwpxBWgEiPQc3jEj,63,37i9dQZF1DWXfoktQogiu0,0.543,0.316,0.95,0.672,0.0978,0.178
474,3hhbDnFUb2bicI2df6VurK,74,37i9dQZF1DWXfoktQogiu0,0.635,0.184,0.665,0.0,0.146,0.177
475,2pV8RpdLemcyMWko8dASVt,69,37i9dQZF1DWXfoktQogiu0,0.398,0.174,0.958,4.16e-06,0.158,0.153
476,5GbVzc6Ex5LYlLJqzRQhuy,72,37i9dQZF1DWXfoktQogiu0,0.365,0.273,0.94,0.431,0.109,0.238
477,4xqrdfXkTW4T0RauPLv3WA,88,37i9dQZF1DWXfoktQogiu0,0.357,0.425,0.584,0.0,0.322,0.27
478,2Z7UF5qoyCU6Ksnf6aTMOs,50,37i9dQZF1DWXfoktQogiu0,0.402,0.216,0.919,0.0,0.318,0.278
479,4pvb0WLRcMtbPGmtejJJ6y,79,37i9dQZF1DWXfoktQogiu0,0.298,0.38,0.778,5.62e-05,0.11,0.152
480,21aQ9GdgEXK6qeovX0YaKb,60,37i9dQZF1DWXfoktQogiu0,0.596,0.576,0.376,0.0904,0.107,0.485
481,3tchJ8gDgMdaSxpaLxlr1F,61,37i9dQZF1DWXfoktQogiu0,0.519,0.163,0.926,0.751,0.115,0.356
482,0rbKrBvZUYY9GN9l057BuY,74,37i9dQZF1DWXfoktQogiu0,0.732,0.221,0.897,2.62e-05,0.11,0.677
483,0iOuOHywtfaQEcWKeyuH3m,56,37i9dQZF1DWXfoktQogiu0,0.313,0.0516,0.986,0.00652,0.0938,0.0846
484,0u4rkpmNtgcFxYHepnVF4v,67,37i9dQZF1DWXfoktQogiu0,0.334,0.397,0.558,0.0774,0.126,0.035
485,1l24F8qMMpC90q1rTIcXUB,19,37i9dQZF1DWXfoktQogiu0,0.412,0.14,0.953,0.0,0.139,0.183
486,5dW8gOPZsZRQOzjdmcOREc,39,37i9dQZF1DWXfoktQogiu0,0.439,0.0822,0.954,0.0214,0.109,0.11
487,6BzQnbYMiASXdwTerVH3zy,55,37i9dQZF1DWXfoktQogiu0,0.531,0.192,0.864,0.00133,0.126,0.384
488,4Or1Yp4i3VANJE6E39ys91,44,37i9dQZF1DWXfoktQogiu0,0.466,0.189,0.896,0.013,0.0899,0.0727
489,3W3RQneS2yhA7E5l1dJW18,61,37i9dQZF1DWXfoktQogiu0,0.553,0.711,0.063,8.41e-06,0.0759,0.299
490,3nKCmdfFSB49NPGRsfD4wh,57,37i9dQZF1DWXfoktQogiu0,0.542,0.155,0.988,0.0155,0.108,0.247
491,6DESft0qm6RhoYf5wzeoGH,65,37i9dQZF1DWXfoktQogiu0,0.38,0.306,0.942,0.323,0.123,0.157
492,6qfUUWfeycMjSFwRXqo4nn,41,37i9dQZF1DWXfoktQogiu0,0.71,0.471,0.819,0.127,0.102,0.342
493,68wibJU4yMiqNX79IaLAsN,61,37i9dQZF1DWXfoktQogiu0,0.564,0.207,0.892,1.8e-06,0.102,0.0898
494,2xmmEguHlrY8c7dEdMqd4I,46,37i9dQZF1DWXfoktQogiu0,0.691,0.358,0.678,0.000442,0.193,0.344
495,49o2UgS6joWdQpNPeFb8d9,20,37i9dQZF1DWXfoktQogiu0,0.484,0.394,0.62,4.79e-06,0.117,0.154
496,3SsMuOowzmvT7nhepxLPzl,48,37i9dQZF1DWXfoktQogiu0,0.563,0.31,0.852,2.58e-05,0.102,0.369
497,7gIbckZg2u07UCx5GH1cyX,52,37i9dQZF1DWXfoktQogiu0,0.655,0.264,0.855,0.0,0.124,0.379
498,14qLa09blyCJdkRJRQ8lpV,55,37i9dQZF1DWXfoktQogiu0,0.642,0.459,0.611,0.000156,0.113,0.128
499,297lodzUenH6moOcg8XXTE,51,37i9dQZF1DWXfoktQogiu0,0.64,0.509,0.787,0.215,0.527,0.655
500,6e7Eudq88wcygOphhtQnrN,51,37i9dQZF1DWXfoktQogiu0,0.552,0.151,0.961,0.00026,0.0979,0.33
501,7qx03NsIL42jM03zFphnRO,62,37i9dQZF1DWXfoktQogiu0,0.501,0.211,0.937,0.000574,0.102,0.131
502,6bVIzKJOhSTD2Pw1cbLhBr,52,37i9dQZF1DWXfoktQogiu0,0.314,0.309,0.855,4.71e-06,0.123,0.215
503,5ZUObJNpVt2l9GogUSfALc,64,37i9dQZF1DWXfoktQogiu0,0.396,0.198,0.912,0.0,0.0972,0.19
504,4Ocm5X4MdGoF9cvIGgOe39,42,37i9dQZF1DWXfoktQogiu0,0.387,0.199,0.924,0.0,0.109,0.273
505,3O5osWf1rSoKMwe6E9ZaXP,69,37i9dQZF1DWXfoktQogiu0,0.39,0.27,0.937,0.00227,0.111,0.32
506,6Wkc6feqZPzPCdJVuJO7UE,37,37i9dQZF1DWXfoktQogiu0,0.338,0.213,0.513,0.00413,0.101,0.11
507,7G9c2RCLBmhkJd5FUVoCju,35,37i9dQZF1DWXfoktQogiu0,0.116,0.084,0.976,0.48,0.11,0.0336
508,1nnEOnBgHPVpAAZIkFknzv,54,37i9dQZF1DWXfoktQogiu0,0.663,0.178,0.676,0.0,0.279,0.541
509,6ZyZGbujKBzxfzcjVOvGW5,59,37i9dQZF1DWXfoktQogiu0,0.648,0.704,0.833,0.000252,0.362,0.438
510,5vk20vCA4C23pXxFhtbBTx,56,37i9dQZF1DWXfoktQogiu0,0.601,0.372,0.835,0.0,0.129,0.444
511,2nBrIzKacrNdIxs90FlsT1,56,37i9dQZF1DWXfoktQogiu0,0.494,0.214,0.92,1.07e-05,0.107,0.35
512,0W6vig3DpP1D3R4w72hdWp,69,37i9dQZF1DWXfoktQogiu0,0.642,0.214,0.909,0.0,0.122,0.38
513,6Rt6KwuF7I8ZkdZG2G0bYr,63,37i9dQZF1DWXfoktQogiu0,0.519,0.145,0.987,0.0643,0.108,0.487
514,5p0WgCCVI5LnWaUEXv1OBl,57,37i9dQZF1DWXfoktQogiu0,0.462,0.417,0.86,0.00347,0.106,0.348
515,6KVfTNTUKV0iiMZhPp9izj,49,37i9dQZF1DWXfoktQogiu0,0.675,0.149,0.893,1.77e-05,0.109,0.22
516,1xYMyM7MxFi4OuzDA2op9Q,58,37i9dQZF1DWXfoktQogiu0,0.55,0.334,0.517,0.000169,0.101,0.143
517,2DPR5R6cFXS9gwo9u5cbZ1,47,37i9dQZF1DWXfoktQogiu0,0.515,0.238,0.849,0.0,0.108,0.19
518,0f2wkDmAlLAo90gE5d1yPU,62,37i9dQZF1DWXU2naFUn37x,0.729,0.68,0.398,2.54e-05,0.34,0.72
519,1JAkXiY10vwLhSbcsiimrp,69,37i9dQZF1DWXU2naFUn37x,0.883,0.716,0.435,0.0,0.0801,0.761
520,22YVrbSGjgfu4wg3zfhll7,62,37i9dQZF1DWXU2naFUn37x,0.844,0.864,0.291,2.5e-06,0.104,0.609
521,57GZGMVY9ivqEqKIDPA1HK,70,37i9dQZF1DWXU2naFUn37x,0.678,0.683,0.443,0.0,0.14,0.592
522,6NrOoKDgQb1EcZZuCSBMEw,67,37i9dQZF1DWXU2naFUn37x,0.886,0.589,0.12,0.0,0.123,0.721
523,2RrldylvtjefqddhIONP7x,61,37i9dQZF1DWXU2naFUn37x,0.929,0.413,0.00519,0.0,0.339,0.814
524,7bsBuM2ipkM4umttZlod2K,70,37i9dQZF1DWXU2naFUn37x,0.752,0.865,0.349,0.000286,0.103,0.776
525,00smzdpN2KUfB5Jod6glG4,62,37i9dQZF1DWXU2naFUn37x,0.709,0.608,0.0238,0.0,0.121,0.396
526,4oPh7HAoMR1bLBbxwqKmgn,60,37i9dQZF1DWXU2naFUn37x,0.7,0.747,0.295,9.09e-06,0.0919,0.885
527,63ZHGDgE804BwJfCZkX1Vy,62,37i9dQZF1DWXU2naFUn37x,0.725,0.65,0.0463,0.222,0.121,0.267
528,0ULupipMkHslMsRy01M5AS,58,37i9dQZF1DWXU2naFUn37x,0.913,0.534,0.312,0.0,0.104,0.83
529,0UZoRj2sEtpMpPAdizF0N0,62,37i9dQZF1DWXU2naFUn37x,0.795,0.678,0.324,0.000434,0.116,0.682
530,6t5avACouegDhYdGljoKt1,63,37i9dQZF1DWXU2naFUn37x,0.858,0.776,0.000244,0.0,0.112,0.173
531,5LWZA5aRYBdO7FqcrKjfVs,65,37i9dQZF1DWXU2naFUn37x,0.789,0.618,0.358,0.0,0.361,0.774
532,3eL9iS3fHIQuQc3qUl4TYx,62,37i9dQZF1DWXU2naFUn37x,0.744,0.941,0.0971,0.0,0.177,0.255
533,3YXOKfDchF2QRNXXJpgmCx,63,37i9dQZF1DWXU2naFUn37x,0.697,0.771,0.0262,3.13e-06,0.0612,0.581
534,57fle7Lnf7lOXNf76r2x6C,67,37i9dQZF1DWXU2naFUn37x,0.726,0.784,0.319,0.0,0.0771,0.718
535,6sCcJIxOPP7GIKFGzDnYDu,66,37i9dQZF1DWXU2naFUn37x,0.679,0.598,0.275,8.93e-05,0.215,0.506
536,7cqwFzEvFtAEK8wvjMcYeE,59,37i9dQZF1DWXU2naFUn37x,0.911,0.499,0.224,0.00162,0.0895,0.555
537,2KYLg9El0wzvX4S13CDoZf,68,37i9dQZF1DWXU2naFUn37x,0.609,0.711,0.169,0.0,0.267,0.439
538,4DTyaDA9ZwWUUqGUh1JOlj,61,37i9dQZF1DWXU2naFUn37x,0.834,0.5,0.473,0.0,0.135,0.234
539,1uT2GRUBqNUIbkpvkllBx4,64,37i9dQZF1DWXU2naFUn37x,0.578,0.623,0.609,0.0,0.12,0.276
540,493DHR6AgQmj3QespmHlon,57,37i9dQZF1DWXU2naFUn37x,0.748,0.598,0.0621,0.0,0.146,0.349
541,5uzsoxwEGHQe1xcUTrn55e,58,37i9dQZF1DWXU2naFUn37x,0.838,0.881,0.43,0.0,0.115,0.815
542,6kFycosFfeKjx2hTKAWQqy,62,37i9dQZF1DWXU2naFUn37x,0.814,0.568,0.0219,0.0,0.297,0.565
543,2oLxrYZk70rAgUxmulmByv,58,37i9dQZF1DWXU2naFUn37x,0.808,0.713,0.215,0.0,0.163,0.327
544,662H6ub4cy5rHxMrPVHKDj,53,37i9dQZF1DWXU2naFUn37x,0.638,0.705,0.387,0.0,0.0821,0.421
545,1g2CMj45LJZWxGQYoBye0X,61,37i9dQZF1DWXU2naFUn37x,0.765,0.82,0.0219,0.0,0.117,0.137
546,2CyQ1VIOo0TVpzJXtca6Jc,47,37i9dQZF1DWXU2naFUn37x,0.667,0.735,0.263,7.81e-05,0.197,0.5
547,0vIRBxBzL7ejCluhb6ec2Z,62,37i9dQZF1DWXU2naFUn37x,0.709,0.649,0.238,0.0,0.201,0.438
548,1YvhcTM8aIRTg03AavA2HJ,69,37i9dQZF1DWXU2naFUn37x,0.778,0.488,0.0719,0.0,0.0935,0.457
549,3TzSpxjKOnmVrtNOhtK8mx,68,37i9dQZF1DWXU2naFUn37x,0.76,0.701,0.0949,0.0,0.0957,0.281
550,3CS7Wr2Hzqoh2f2iHXxiIa,63,37i9dQZF1DWXU2naFUn37x,0.813,0.67,0.2,0.0,0.376,0.38
551,4kCFIyztq00qD0ChK7Uamc,60,37i9dQZF1DWXU2naFUn37x,0.465,0.721,0.133,0.0,0.0696,0.415
552,7KnC2wSD0I5Fju3A7qCFX8,66,37i9dQZF1DWXU2naFUn37x,0.725,0.781,0.0153,9.66e-06,0.0686,0.397
553,7Mbie11zxU9Ls3XNR2QnAa,57,37i9dQZF1DWXU2naFUn37x,0.79,0.631,0.00248,0.0,0.334,0.515
554,4B7NwN9dtZbm5TMRfvwQxv,54,37i9dQZF1DWXU2naFUn37x,0.56,0.63,0.215,0.0,0.119,0.49
555,0cAMaGkAAqmLAK2kwBCnsL,57,37i9dQZF1DWXU2naFUn37x,0.66,0.809,0.113,0.0,0.0735,0.589
556,68XxRUKERaSVkMLjtl4o94,57,37i9dQZF1DWXU2naFUn37x,0.775,0.67,0.349,0.0,0.298,0.373
557,1G9qaYXBxXa8OM5iiD9CaH,54,37i9dQZF1DWXU2naFUn37x,0.719,0.718,0.651,1.23e-05,0.0883,0.439
558,2h5sw4lb7R8xOIgBn6ViH1,54,37i9dQZF1DWXU2naFUn37x,0.845,0.782,0.0231,0.0,0.104,0.664
559,73qOtBhbJcHP2ByklQIUVZ,55,37i9dQZF1DWXU2naFUn37x,0.75,0.509,0.384,0.0,0.136,0.658
560,13Iu4OXlnP5vUQ0rgXR6e3,61,37i9dQZF1DWXU2naFUn37x,0.724,0.446,0.1,0.0,0.122,0.33
561,7wnKS5lo0w9V04E6yXzhxV,60,37i9dQZF1DWXU2naFUn37x,0.524,0.778,0.0142,0.0,0.189,0.362
562,6ozHzD3rSQdSvFlJ8i6DES,49,37i9dQZF1DWXU2naFUn37x,0.863,0.925,0.194,0.0,0.105,0.682
563,1jga15eYrlNMUMqcJ2GLiK,58,37i9dQZF1DWXU2naFUn37x,0.864,0.618,0.141,0.0,0.182,0.305
564,5ifarM7jfplX1EqkqMHlDq,63,37i9dQZF1DWXU2naFUn37x,0.804,0.605,0.248,0.0,0.109,0.665
565,4mcbtdZ2iBm6N6PRXHSizw,55,37i9dQZF1DWXU2naFUn37x,0.737,0.605,0.0994,0.0,0.116,0.446
566,6LumWvUJ6FdNEr6XuBW9nZ,54,37i9dQZF1DWXU2naFUn37x,0.663,0.636,0.0246,0.000183,0.111,0.311
567,3NnGhmhhZ9eeqGrTScnO80,56,37i9dQZF1DWXU2naFUn37x,0.778,0.68,0.0052,0.0,0.118,0.406
568,1dzQoRqT5ucxXVaAhTcT0J,76,37i9dQZF1DX4o1oenSJRJd,0.822,0.739,0.0264,4.26e-05,0.181,0.745
569,6ECp64rv50XVz93WvxXMGF,79,37i9dQZF1DX4o1oenSJRJd,0.712,0.862,0.0525,0.0,0.093,0.809
570,0vg4WnUWvze6pBOJDTq99k,77,37i9dQZF1DX4o1oenSJRJd,0.675,0.479,0.633,1.76e-05,0.088,0.454
571,619bJQ9uDi8dnXzLebFI7y,68,37i9dQZF1DX4o1oenSJRJd,0.658,0.863,0.0144,0.000193,0.2,0.496
572,3ZFTkvIE7kyPt6Nu3PEa7V,83,37i9dQZF1DX4o1oenSJRJd,0.778,0.824,0.284,0.0,0.405,0.756
573,5rb9QrpfcKFHM1EUbSIurX,82,37i9dQZF1DX4o1oenSJRJd,0.894,0.791,0.0183,0.0,0.0388,0.583
574,4TsmezEQVSZNNPv5RJ65Ov,80,37i9dQZF1DX4o1oenSJRJd,0.779,0.64,0.000155,0.00077,0.101,0.498
575,3N4DI1vuTSX1tz7fa2NQZw,74,37i9dQZF1DX4o1oenSJRJd,0.407,0.558,0.0541,1.51e-06,0.34,0.777
576,4JehYebiI9JE8sR8MisGVb,77,37i9dQZF1DX4o1oenSJRJd,0.508,0.72,0.272,0.0,0.0563,0.472
577,4kLLWz7srcuLKA7Et40PQR,81,37i9dQZF1DX4o1oenSJRJd,0.743,0.766,0.0873,0.0,0.509,0.61
578,1IAzD1muglOxOcPbUHs70R,75,37i9dQZF1DX4o1oenSJRJd,0.68,0.687,0.0161,0.0,0.261,0.467
579,2lnzGkdtDj5mtlcOW2yRtG,75,37i9dQZF1DX4o1oenSJRJd,0.793,0.832,0.236,1.12e-05,0.202,0.872
580,127uq83uGFapbddqiMUKky,77,37i9dQZF1DX4o1oenSJRJd,0.813,0.627,0.0771,0.000616,0.131,0.801
581,3DamFFqW32WihKkTVlwTYQ,79,37i9dQZF1DX4o1oenSJRJd,0.512,0.662,0.0275,0.0,0.118,0.472
582,60jzFy6Nn4M0iD1d94oteF,75,37i9dQZF1DX4o1oenSJRJd,0.563,0.75,0.113,0.0,0.0788,0.812
583,6brl7bwOHmGFkNw3MBqssT,76,37i9dQZF1DX4o1oenSJRJd,0.452,0.574,0.246,0.0,0.189,0.58
584,0koYRm9MYr86fdKyaBuSiG,51,37i9dQZF1DX4o1oenSJRJd,0.821,0.715,0.0731,0.0,0.071,0.57
585,1oagRT7LfpVlNJN6FSZDGp,68,37i9dQZF1DX4o1oenSJRJd,0.435,0.887,0.000747,0.0,0.0327,0.408
586,20I8RduZC2PWMWTDCZuuAN,78,37i9dQZF1DX4o1oenSJRJd,0.277,0.663,0.000409,0.00051,0.136,0.527
587,2T3jgoAMbBXiMMD8pSc6QL,72,37i9dQZF1DX4o1oenSJRJd,0.628,0.882,0.259,0.0,0.065,0.853
588,3pD0f7hSJg2XdQ6udw5Tey,71,37i9dQZF1DX4o1oenSJRJd,0.687,0.723,0.122,0.00102,0.573,0.432
589,7BHPGtpuuWWsvE7cCaMuEU,74,37i9dQZF1DX4o1oenSJRJd,0.391,0.808,0.0759,0.0,0.149,0.737
590,64yrDBpcdwEdNY9loyEGbX,75,37i9dQZF1DX4o1oenSJRJd,0.268,0.742,0.0518,0.0,0.626,0.416
591,1SKPmfSYaPsETbRHaiA18G,77,37i9dQZF1DX4o1oenSJRJd,0.448,0.665,0.06,2.55e-05,0.0828,0.304
592,3F9ByoUqu31xU0I3G5xfVg,72,37i9dQZF1DX4o1oenSJRJd,0.798,0.629,0.00474,2.17e-05,0.324,0.4
593,3XVBdLihbNbxUwZosxcGuJ,79,37i9dQZF1DX4o1oenSJRJd,0.609,0.444,0.603,6.86e-06,0.104,0.166
594,4TJduXYW1Pg96EDNnfiwxJ,65,37i9dQZF1DX4o1oenSJRJd,0.715,0.733,0.134,0.0,0.157,0.897
595,3uqinR4FCjLv28bkrTdNX5,64,37i9dQZF1DX4o1oenSJRJd,0.674,0.695,0.0387,0.00202,0.194,0.773
596,4N6R6yqkFUTyF3AYOdR0T7,54,37i9dQZF1DX4o1oenSJRJd,0.792,0.697,0.0946,0.0899,0.131,0.22
597,0VwNdo84DaVYLIkbVO86ND,77,37i9dQZF1DX4o1oenSJRJd,0.628,0.676,0.00957,2.65e-05,0.121,0.75
598,5sra5UY6sD658OabHL3QtI,73,37i9dQZF1DX4o1oenSJRJd,0.484,0.368,0.74,3.82e-05,0.118,0.142
599,0CAfXk7DXMnon4gLudAp7J,80,37i9dQZF1DX4o1oenSJRJd,0.918,0.609,0.0928,0.0,0.139,0.304
600,2fAIfPLrPUTW1AmJRR428Q,67,37i9dQZF1DX4o1oenSJRJd,0.451,0.939,0.00673,4.85e-06,0.0774,0.448
601,6xM8oBy40nK1rOd8WmoOPx,67,37i9dQZF1DX4o1oenSJRJd,0.605,0.704,0.241,0.0,0.137,0.4
602,7J41dYQolQJEtj3UmKLu5r,70,37i9dQZF1DX4o1oenSJRJd,0.816,0.5,0.0227,1.53e-06,0.0733,0.649
603,5IVuqXILoxVWvWEPm82Jxr,77,37i9dQZF1DX4o1oenSJRJd,0.646,0.77,0.00249,0.0,0.0715,0.681
604,0ByMNEPAPpOR5H69DVrTNy,78,37i9dQZF1DX4o1oenSJRJd,0.835,0.669,0.0336,6.92e-05,0.0535,0.542
605,1AWQoqb9bSvzTjaLralEkT,76,37i9dQZF1DX4o1oenSJRJd,0.892,0.714,0.201,0.000234,0.0521,0.817
606,7LR85XLWw2yXqKBSI5brbG,73,37i9dQZF1DX4o1oenSJRJd,0.632,0.924,0.281,0.0,0.263,0.441
607,6DvgsZ0NiEPV9qYM931T1F,61,37i9dQZF1DX4o1oenSJRJd,0.825,0.832,0.00587,0.000789,0.114,0.713
608,2PpruBYCo4H7WOBJ7Q2EwM,80,37i9dQZF1DX4o1oenSJRJd,0.727,0.974,0.103,0.000532,0.174,0.965
609,5r5cp9IpziiIsR6b93vcnQ,78,37i9dQZF1DX4o1oenSJRJd,0.871,0.701,0.257,7.52e-06,0.0589,0.716
610,4KoecuyOpZaNFZ0UqVsllc,72,37i9dQZF1DX4o1oenSJRJd,0.817,0.585,0.439,0.0,0.147,0.916
611,6NncjnSD7JLEetWb9KqMRY,71,37i9dQZF1DX4o1oenSJRJd,0.865,0.45,0.0359,1.28e-06,0.308,0.352
612,0k2GOhqsrxDTAbFFSdNJjT,78,37i9dQZF1DX4o1oenSJRJd,0.951,0.6,0.106,0.0,0.0712,0.822
613,4Tn2llBm1g0UlWctmgPL8Z,68,37i9dQZF1DX4o1oenSJRJd,0.735,0.826,0.00101,0.129,0.197,0.74
614,1m2xMsxbtxv21Brome189p,65,37i9dQZF1DX4o1oenSJRJd,0.725,0.487,0.26,1.09e-05,0.431,0.599
615,1RKUoGiLEbcXN4GY4spQDx,75,37i9dQZF1DX4o1oenSJRJd,0.663,0.694,0.0249,0.0,0.0698,0.524
616,2cMTIlktg3M9mXYqCPqw1J,68,37i9dQZF1DX4o1oenSJRJd,0.881,0.774,0.00986,0.0346,0.206,0.759
617,0KQx6HOpJueiSkztcS0r7D,66,37i9dQZF1DX4o1oenSJRJd,0.652,0.609,0.263,0.00101,0.233,0.482
618,04KTF78FFg8sOHC1BADqbY,74,37i9dQZF1DX4o1oenSJRJd,0.956,0.745,0.206,0.0,0.0615,0.912
619,1u0l8zWpQeMYStFkc2mLD7,68,37i9dQZF1DX4o1oenSJRJd,0.523,0.828,0.0136,0.000255,0.165,0.476
620,4hrae8atte6cRlSC9a7VCO,73,37i9dQZF1DX4o1oenSJRJd,0.839,0.706,0.208,0.0,0.242,0.839
621,2iXdwVdzA0KrI2Q0iZNJbX,75,37i9dQZF1DX4o1oenSJRJd,0.871,0.346,0.298,9.24e-06,0.108,0.659
622,3rMsX63C0IZVnOT5LGYoTH,65,37i9dQZF1DX4o1oenSJRJd,0.48,0.486,0.046,0.0,0.107,0.265
623,5FZxsHWIvUsmSK1IAvm2pp,75,37i9dQZF1DX4o1oenSJRJd,0.366,0.94,0.000769,9.42e-05,0.188,0.369
624,7IhsLJMqdxoo7YAZjaSMru,69,37i9dQZF1DX4o1oenSJRJd,0.713,0.746,0.0402,0.0,0.601,0.47
625,6ZLGthToczpvnL5Eoy6yrY,63,37i9dQZF1DX4o1oenSJRJd,0.631,0.664,0.0498,0.00042,0.0696,0.407
626,14iN3o8ptQ8cFVZTEmyQRV,74,37i9dQZF1DX4o1oenSJRJd,0.699,0.76,0.00223,0.0,0.132,0.696
627,0BBOLOV5JntPL3341swIre,67,37i9dQZF1DX4o1oenSJRJd,0.677,0.682,0.0405,0.0,0.0351,0.875
628,2hns6Dv29Yrg68AVTJiAyA,70,37i9dQZF1DX4o1oenSJRJd,0.688,0.734,0.00462,0.0,0.0756,0.46
629,3yfqSUWxFvZELEM4PmlwIR,84,37i9dQZF1DX4o1oenSJRJd,0.949,0.661,0.0302,0.0,0.0454,0.76
630,7iL6o9tox1zgHpKUfh9vuC,78,37i9dQZF1DX4o1oenSJRJd,0.899,0.713,0.255,0.0,0.0708,0.777
631,1QV6tiMFM6fSOKOGLMHYYg,77,37i9dQZF1DX4o1oenSJRJd,0.851,0.806,0.118,1.64e-06,0.121,0.787
632,5MF62bkZ7Uy3UxteONmUBV,56,37i9dQZF1DX4o1oenSJRJd,0.7,0.72,0.285,0.0,0.0845,0.654
633,6jBUP2KCe821yqf1hiBqPR,71,37i9dQZF1DX4o1oenSJRJd,0.57,0.717,0.00967,0.0,0.0833,0.321
634,4oY2T9ur7Ll5b2kpBlcWcb,63,37i9dQZF1DX4o1oenSJRJd,0.819,0.774,0.0297,0.000626,0.0896,0.947
635,5WuVWOngcRkMOx9RRLCvui,65,37i9dQZF1DX4o1oenSJRJd,0.776,0.693,0.0234,0.00177,0.0322,0.635
636,6bS7DqTuzrpkluB7boWmw2,66,37i9dQZF1DX4o1oenSJRJd,0.447,0.568,0.295,3.26e-06,0.355,0.149
637,7dyluIqv7QYVTXXZiMWPHW,70,37i9dQZF1DX4o1oenSJRJd,0.685,0.803,0.0601,0.0,0.546,0.799
638,02jcEwywffn3Tsb48fXmlW,69,37i9dQZF1DX4o1oenSJRJd,0.802,0.904,0.00108,0.0,0.173,0.961
639,6MLsahMK3VvH9NUwXOktdS,65,37i9dQZF1DX4o1oenSJRJd,0.708,0.587,0.273,0.0,0.0718,0.554
640,2aI21FnmY7TJVKeMaoQZ0t,75,37i9dQZF1DX4o1oenSJRJd,0.872,0.872,0.0476,0.00112,0.0543,0.809
641,7wMq5n8mYSKlQIGECKUgTX,79,37i9dQZF1DX4o1oenSJRJd,0.421,0.873,0.0654,0.0,0.123,0.629
642,49FYlytm3dAAraYgpoJZux,82,37i9dQZF1DX4o1oenSJRJd,0.583,0.829,0.00864,0.0,0.0426,0.575
643,0ijhkvBpA7OBlY4clWSUZw,60,37i9dQZF1DX4o1oenSJRJd,0.648,0.671,0.0348,0.0,0.376,0.533
644,03yc0G2OoH1Eeyu7Piy8fK,61,37i9dQZF1DX4o1oenSJRJd,0.689,0.432,0.564,0.0,0.0928,0.747
645,5lRzWDEe7UuedU2QPsFg0K,71,37i9dQZF1DX4o1oenSJRJd,0.319,0.757,0.016,0.0,0.102,0.101
646,2yiZyjMEByt9sJBZWnWaDR,55,37i9dQZF1DX4o1oenSJRJd,0.571,0.87,0.0198,6.6e-06,0.0564,0.813
647,2ZmCYW6bxYtvkthFexIFXL,56,37i9dQZF1DX4o1oenSJRJd,0.747,0.719,0.0995,0.0,0.054,0.969
648,7t00jJDygiHzPabOYS6AGb,50,37i9dQZF1DX4o1oenSJRJd,0.702,0.875,0.014,0.0,0.0872,0.905
649,7dltD9eEX7X1zk8JJ9BS0e,65,37i9dQZF1DX4o1oenSJRJd,0.572,0.822,0.207,0.0,0.359,0.472
650,70ludZZEUJy1aFVkPI0Kpi,69,37i9dQZF1DX4o1oenSJRJd,0.892,0.628,0.169,0.0,0.102,0.676
651,6rUp7v3l8yC4TKxAAR5Bmx,73,37i9dQZF1DX4o1oenSJRJd,0.498,0.83,0.00461,0.0,0.139,0.453
652,1258tSoXDDa43uqT75r5N0,60,37i9dQZF1DX4o1oenSJRJd,0.583,0.58,0.243,0.0,0.198,0.119
653,4wCD0qOFNRu1Q6O3N6ycm4,69,37i9dQZF1DX4o1oenSJRJd,0.57,0.664,0.00836,1.2e-05,0.0719,0.487
654,2V4bv1fNWfTcyRJKmej6Sj,76,37i9dQZF1DX4o1oenSJRJd,0.768,0.82,0.179,0.0,0.689,0.625
